pair_index	drugbank_pair_group	drug_a_drugbank_id	drug_b_drugbank_id	drug_a_split	drug_b_split	split	unseen_drug_count
103012	DB00281|DB01306	DB01306	DB00281	training	training	training	0
103013	DB00836|DB01306	DB01306	DB00836	training	training	training	0
103014	DB00186|DB01306	DB01306	DB00186	training	training	training	0
103015	DB00227|DB01306	DB01306	DB00227	training	training	training	0
103016	DB01306|DB14513	DB01306	DB14513	training	test	test	1
103017	DB01306|DB09104	DB01306	DB09104	training	training	training	0
103018	DB01306|DB01377	DB01306	DB01377	training	training	training	0
103019	DB00737|DB01306	DB01306	DB00737	training	training	training	0
103020	DB01065|DB01306	DB01306	DB01065	training	test	test	1
103021	DB01042|DB01306	DB01306	DB01042	training	training	training	0
103022	DB01043|DB01306	DB01306	DB01043	training	test	test	1
103023	DB00454|DB01306	DB01306	DB00454	training	training	training	0
103024	DB00371|DB01306	DB01306	DB00371	training	test	test	1
103025	DB00331|DB01306	DB01306	DB00331	training	test	test	1
103026	DB00333|DB01306	DB01306	DB00333	training	training	training	0
103027	DB00763|DB01306	DB01306	DB00763	training	training	training	0
103028	DB00423|DB01306	DB01306	DB00423	training	test	test	1
103029	DB00563|DB01306	DB01306	DB00563	training	test	test	1
103030	DB00422|DB01306	DB01306	DB00422	training	training	training	0
103031	DB00959|DB01306	DB01306	DB00959	training	training	training	0
103032	DB01233|DB01306	DB01306	DB01233	training	test	test	1
103033	DB00524|DB01306	DB01306	DB00524	training	training	training	0
103034	DB00264|DB01306	DB01306	DB00264	training	training	training	0
103035	DB00916|DB01306	DB01306	DB00916	training	training	training	0
103036	DB01306|DB06148	DB01306	DB06148	training	training	training	0
103037	DB01110|DB01306	DB01306	DB01110	training	test	test	1
103038	DB00683|DB01306	DB01306	DB00683	training	test	test	1
103039	DB00211|DB01306	DB01306	DB00211	training	training	training	0
103040	DB01017|DB01306	DB01306	DB01017	training	training	training	0
103041	DB00350|DB01306	DB01306	DB00350	training	training	training	0
103042	DB00295|DB01306	DB01306	DB00295	training	training	training	0
103043	DB00332|DB01306	DB01306	DB00332	training	test	test	1
103044	DB01203|DB01306	DB01306	DB01203	training	validation	validation	1
103045	DB00788|DB01306	DB01306	DB00788	training	test	test	1
103046	DB01306|DB12293	DB01306	DB12293	training	training	training	0
103047	DB00627|DB01306	DB01306	DB00627	training	validation	validation	1
103048	DB00622|DB01306	DB01306	DB00622	training	training	training	0
103049	DB01115|DB01306	DB01306	DB01115	training	test	test	1
103050	DB00368|DB01306	DB01306	DB00368	training	training	training	0
103051	DB00540|DB01306	DB01306	DB00540	training	training	training	0
103052	DB00646|DB01306	DB01306	DB00646	training	training	training	0
103053	DB00104|DB01306	DB01306	DB00104	training	training	training	0
103054	DB01165|DB01306	DB01306	DB01165	training	training	training	0
103055	DB00338|DB01306	DB01306	DB00338	training	training	training	0
103056	DB00842|DB01306	DB01306	DB00842	training	training	training	0
103057	DB00497|DB01306	DB01306	DB00497	training	training	training	0
103058	DB01306|DB09140	DB01306	DB09140	training	training	training	0
103059	DB01192|DB01306	DB01306	DB01192	training	validation	validation	1
103060	DB00107|DB01306	DB01306	DB00107	training	training	training	0
103061	DB00738|DB01306	DB01306	DB00738	training	test	test	1
103062	DB00806|DB01306	DB01306	DB00806	training	test	test	1
103063	DB00850|DB01306	DB01306	DB00850	training	test	test	1
103064	DB01306|DB01438	DB01306	DB01438	training	training	training	0
103065	DB00946|DB01306	DB01306	DB00946	training	training	training	0
103066	DB00388|DB01306	DB01306	DB00388	training	training	training	0
103067	DB00252|DB01306	DB01306	DB00252	training	training	training	0
103068	DB01022|DB01306	DB01306	DB01022	training	training	training	0
103069	DB00554|DB01306	DB01306	DB00554	training	test	test	1
103070	DB01306|DB14500	DB01306	DB14500	training	training	training	0
103071	DB00761|DB01306	DB01306	DB00761	training	validation	validation	1
103072	DB00457|DB01306	DB01306	DB00457	training	training	training	0
103073	DB00860|DB01306	DB01306	DB00860	training	training	training	0
103074	DB00635|DB01306	DB01306	DB00635	training	test	test	1
103075	DB00794|DB01306	DB01306	DB00794	training	training	training	0
103076	DB01039|DB01306	DB01306	DB01039	training	training	training	0
103077	DB00433|DB01306	DB01306	DB00433	training	test	test	1
103078	DB00396|DB01306	DB01306	DB00396	training	training	training	0
103079	DB01069|DB01306	DB01306	DB01069	training	training	training	0
103080	DB01182|DB01306	DB01306	DB01182	training	validation	validation	1
103081	DB00818|DB01306	DB01306	DB00818	training	training	training	0
103082	DB00647|DB01306	DB01306	DB00647	training	training	training	0
103083	DB00571|DB01306	DB01306	DB00571	training	validation	validation	1
103084	DB01240|DB01306	DB01306	DB01240	training	training	training	0
103085	DB01306|DB09141	DB01306	DB09141	training	training	training	0
103086	DB00852|DB01306	DB01306	DB00852	training	training	training	0
103087	DB01306|DB11097	DB01306	DB11097	training	training	training	0
103088	DB00545|DB01306	DB01306	DB00545	training	training	training	0
103089	DB00468|DB01306	DB01306	DB00468	training	validation	validation	1
103090	DB00863|DB01306	DB01306	DB00863	training	training	training	0
103091	DB00811|DB01306	DB01306	DB00811	training	training	training	0
103092	DB01045|DB01306	DB01306	DB01045	training	validation	validation	1
103093	DB00795|DB01306	DB01306	DB00795	training	training	training	0
103094	DB01306|DB09153	DB01306	DB09153	training	validation	validation	1
103095	DB01306|DB09072	DB01306	DB09072	training	training	training	0
103096	DB00489|DB01306	DB01306	DB00489	training	training	training	0
103097	DB00421|DB01306	DB01306	DB00421	training	training	training	0
103098	DB00762|DB01306	DB01306	DB00762	training	validation	validation	1
103099	DB00678|DB01306	DB01306	DB00678	training	training	training	0
103100	DB00244|DB01306	DB01306	DB00244	training	training	training	0
103101	DB00790|DB01306	DB01306	DB00790	training	training	training	0
103102	DB01306|DB11738	DB01306	DB11738	training	test	test	1
103103	DB01229|DB01306	DB01306	DB01229	training	training	training	0
103104	DB01306|DB06149	DB01306	DB06149	training	training	training	0
103105	DB00697|DB01306	DB01306	DB00697	training	training	training	0
103106	DB00660|DB01306	DB01306	DB00660	training	training	training	0
103107	DB00649|DB01306	DB01306	DB00649	training	test	test	1
103108	DB01276|DB01306	DB01306	DB01276	training	training	training	0
103109	DB00334|DB01306	DB01306	DB00334	training	test	test	1
103110	DB01225|DB01306	DB01306	DB01225	training	training	training	0
103111	DB01306|DB06779	DB01306	DB06779	training	test	test	1
103112	DB00688|DB01306	DB01306	DB00688	training	test	test	1
103113	DB00709|DB01306	DB01306	DB00709	training	training	training	0
103114	DB01306|DB01409	DB01306	DB01409	training	training	training	0
103115	DB00177|DB01306	DB01306	DB00177	training	training	training	0
103116	DB00377|DB01306	DB01306	DB00377	training	test	test	1
103117	DB00481|DB01306	DB01306	DB00481	training	training	training	0
103118	DB00268|DB01306	DB01306	DB00268	training	test	test	1
103119	DB00476|DB01306	DB01306	DB00476	training	training	training	0
103120	DB01006|DB01306	DB01306	DB01006	training	training	training	0
103121	DB00912|DB01306	DB01306	DB00912	training	training	training	0
103122	DB00966|DB01306	DB01306	DB00966	training	test	test	1
103123	DB00577|DB01306	DB01306	DB00577	training	training	training	0
103124	DB01306|DB04854	DB01306	DB04854	training	test	test	1
103125	DB00910|DB01306	DB01306	DB00910	training	test	test	1
103126	DB00559|DB01306	DB01306	DB00559	training	test	test	1
103127	DB00060|DB01306	DB01306	DB00060	training	training	training	0
103128	DB00706|DB01306	DB01306	DB00706	training	validation	validation	1
103129	DB01306|DB11089	DB01306	DB11089	training	training	training	0
103130	DB01137|DB01306	DB01306	DB01137	training	training	training	0
103131	DB01029|DB01306	DB01306	DB01029	training	training	training	0
103132	DB00412|DB01306	DB01306	DB00412	training	training	training	0
103133	DB01217|DB01306	DB01306	DB01217	training	validation	validation	1
103134	DB00503|DB01306	DB01306	DB00503	training	validation	validation	1
103135	DB00950|DB01306	DB01306	DB00950	training	training	training	0
103136	DB00471|DB01306	DB01306	DB00471	training	training	training	0
103137	DB01238|DB01306	DB01306	DB01238	training	training	training	0
103138	DB01273|DB01306	DB01306	DB01273	training	training	training	0
103139	DB01257|DB01306	DB01306	DB01257	training	training	training	0
103140	DB01261|DB01306	DB01306	DB01261	training	training	training	0
103141	DB01270|DB01306	DB01306	DB01270	training	test	test	1
103142	DB00980|DB01306	DB01306	DB00980	training	test	test	1
103143	DB01306|DB06273	DB01306	DB06273	training	validation	validation	1
103144	DB01306|DB06209	DB01306	DB06209	training	training	training	0
103145	DB01306|DB01609	DB01306	DB01609	training	training	training	0
103146	DB01306|DB05271	DB01306	DB05271	training	test	test	1
103147	DB01046|DB01306	DB01306	DB01046	training	training	training	0
103148	DB01306|DB06413	DB01306	DB06413	training	training	training	0
103149	DB01306|DB04868	DB01306	DB04868	training	training	training	0
103150	DB01267|DB01306	DB01306	DB01267	training	training	training	0
103151	DB01255|DB01306	DB01306	DB01255	training	validation	validation	1
103152	DB01306|DB06210	DB01306	DB06210	training	test	test	1
103153	DB01306|DB06589	DB01306	DB06589	training	training	training	0
103154	DB01306|DB06817	DB01306	DB06817	training	training	training	0
103155	DB01306|DB06700	DB01306	DB06700	training	validation	validation	1
103156	DB00413|DB01306	DB01306	DB00413	training	training	training	0
103157	DB01306|DB06204	DB01306	DB06204	training	validation	validation	1
103158	DB01306|DB05332	DB01306	DB05332	training	training	training	0
103159	DB01306|DB05351	DB01306	DB05351	training	test	test	1
103160	DB00062|DB01306	DB01306	DB00062	training	training	training	0
103161	DB01306|DB05679	DB01306	DB05679	training	validation	validation	1
103162	DB01306|DB08860	DB01306	DB08860	training	test	test	1
103163	DB01306|DB06643	DB01306	DB06643	training	test	test	1
103164	DB00437|DB00762	DB00762	DB00437	validation	training	validation	1
103165	DB00404|DB00762	DB00762	DB00404	validation	training	validation	1
103166	DB00305|DB00762	DB00762	DB00305	validation	training	validation	1
103167	DB00762|DB01118	DB00762	DB01118	validation	test	test	1
103168	DB00321|DB00762	DB00762	DB00321	validation	validation	validation	2
103169	DB00762|DB01109	DB00762	DB01109	validation	training	validation	1
103170	DB00762|DB00999	DB00762	DB00999	validation	test	test	1
103171	DB00762|DB00956	DB00762	DB00956	validation	training	validation	1
103172	DB00741|DB00762	DB00762	DB00741	validation	validation	validation	2
103173	DB00557|DB00762	DB00762	DB00557	validation	training	validation	1
103174	DB00762|DB01050	DB00762	DB01050	validation	training	validation	1
103175	DB00762|DB01181	DB00762	DB01181	validation	training	validation	1
103176	DB00762|DB00808	DB00762	DB00808	validation	training	validation	1
103177	DB00762|DB09401	DB00762	DB09401	validation	test	test	1
103178	DB00762|DB00883	DB00762	DB00883	validation	test	test	1
103179	DB00762|DB01009	DB00762	DB01009	validation	training	validation	1
103180	DB00762|DB15823	DB00762	DB15823	validation	training	validation	1
103181	DB00581|DB00762	DB00762	DB00581	validation	training	validation	1
103182	DB00650|DB00762	DB00762	DB00650	validation	validation	validation	2
103183	DB00281|DB00762	DB00762	DB00281	validation	training	validation	1
103184	DB00762|DB01206	DB00762	DB01206	validation	training	validation	1
103185	DB00762|DB00836	DB00762	DB00836	validation	training	validation	1
103186	DB00186|DB00762	DB00762	DB00186	validation	training	validation	1
103187	DB00227|DB00762	DB00762	DB00227	validation	training	validation	1
103188	DB00762|DB14513	DB00762	DB14513	validation	test	test	1
103189	DB00762|DB09104	DB00762	DB09104	validation	training	validation	1
103190	DB00762|DB01377	DB00762	DB01377	validation	training	validation	1
103191	DB00742|DB00762	DB00762	DB00742	validation	test	test	1
103192	DB00762|DB01042	DB00762	DB01042	validation	training	validation	1
103193	DB00331|DB00762	DB00762	DB00331	validation	test	test	1
103194	DB00333|DB00762	DB00762	DB00333	validation	training	validation	1
103195	DB00563|DB00762	DB00762	DB00563	validation	test	test	1
103196	DB00422|DB00762	DB00762	DB00422	validation	training	validation	1
103197	DB00762|DB00959	DB00762	DB00959	validation	training	validation	1
103198	DB00762|DB01233	DB00762	DB01233	validation	test	test	1
103199	DB00264|DB00762	DB00762	DB00264	validation	training	validation	1
103200	DB00762|DB00916	DB00762	DB00916	validation	training	validation	1
103201	DB00683|DB00762	DB00762	DB00683	validation	test	test	1
103202	DB00762|DB01017	DB00762	DB01017	validation	training	validation	1
103203	DB00295|DB00762	DB00762	DB00295	validation	training	validation	1
103204	DB00332|DB00762	DB00762	DB00332	validation	test	test	1
103205	DB00762|DB00788	DB00762	DB00788	validation	test	test	1
103206	DB00762|DB01115	DB00762	DB01115	validation	test	test	1
103207	DB00646|DB00762	DB00762	DB00646	validation	training	validation	1
103208	DB00104|DB00762	DB00762	DB00104	validation	training	validation	1
103209	DB00338|DB00762	DB00762	DB00338	validation	training	validation	1
103210	DB00762|DB11130	DB00762	DB11130	validation	test	test	1
103211	DB00762|DB00842	DB00762	DB00842	validation	training	validation	1
103212	DB00497|DB00762	DB00762	DB00497	validation	training	validation	1
103213	DB00762|DB01174	DB00762	DB01174	validation	training	validation	1
103214	DB00762|DB00946	DB00762	DB00946	validation	training	validation	1
103215	DB00252|DB00762	DB00762	DB00252	validation	training	validation	1
103216	DB00762|DB14500	DB00762	DB14500	validation	training	validation	1
103217	DB00761|DB00762	DB00762	DB00761	validation	validation	validation	2
103218	DB00762|DB00860	DB00762	DB00860	validation	training	validation	1
103219	DB00635|DB00762	DB00762	DB00635	validation	test	test	1
103220	DB00750|DB00762	DB00762	DB00750	validation	training	validation	1
103221	DB00762|DB01039	DB00762	DB01039	validation	training	validation	1
103222	DB00433|DB00762	DB00762	DB00433	validation	test	test	1
103223	DB00762|DB01069	DB00762	DB01069	validation	training	validation	1
103224	DB00647|DB00762	DB00762	DB00647	validation	training	validation	1
103225	DB00571|DB00762	DB00762	DB00571	validation	validation	validation	2
103226	DB00147|DB00762	DB00762	DB00147	validation	training	validation	1
103227	DB00762|DB00863	DB00762	DB00863	validation	training	validation	1
103228	DB00762|DB09512	DB00762	DB09512	validation	training	validation	1
103229	DB00762|DB09153	DB00762	DB09153	validation	validation	validation	2
103230	DB00762|DB09072	DB00762	DB09072	validation	training	validation	1
103231	DB00421|DB00762	DB00762	DB00421	validation	training	validation	1
103232	DB00678|DB00762	DB00762	DB00678	validation	training	validation	1
103233	DB00244|DB00762	DB00762	DB00244	validation	training	validation	1
103234	DB00762|DB00790	DB00762	DB00790	validation	training	validation	1
103235	DB00762|DB01229	DB00762	DB01229	validation	training	validation	1
103236	DB00762|DB01030	DB00762	DB01030	validation	test	test	1
103237	DB00334|DB00762	DB00762	DB00334	validation	test	test	1
